partner_name,model_name,year,car_cnt,car_sticker_cnt
partner_239,model_398,year_35,1,0
partner_239,model_319,year_35,1,0
partner_239,model_319,year_37,1,0
partner_239,model_483,year_19,1,0
partner_239,model_380,year_23,1,0
partner_239,model_147,year_21,1,0
partner_239,model_393,year_21,1,0
partner_239,model_71,year_25,2,0
partner_239,model_549,year_23,1,0
partner_239,model_549,year_28,2,0
partner_239,model_549,year_30,1,0
partner_239,model_549,year_32,1,0
partner_239,model_283,year_18,1,0
partner_239,model_563,year_36,1,0
partner_239,model_256,year_18,1,0
partner_239,model_7,year_34,1,0
partner_7210,model_589,year_34,1,1
partner_7210,model_589,year_35,3,3
partner_860,model_549,year_31,1,1
partner_5645,model_589,year_35,1,0
partner_7405,model_381,year_27,1,0
partner_7405,model_494,year_29,1,0
partner_7405,model_297,year_15,1,0
partner_8054,model_416,year_0,1,0
partner_4184,model_483,year_21,1,0
partner_2350,model_89,year_29,1,0
partner_6591,model_589,year_36,2,0
partner_6591,model_410,year_21,1,0
partner_1863,model_416,year_35,1,0
partner_1863,model_410,year_31,1,0
partner_1863,model_357,year_30,1,0
partner_1863,model_333,year_25,1,0
partner_5923,model_494,year_30,1,0
partner_8457,model_416,year_31,1,0
partner_8866,model_256,year_18,1,0
partner_8737,model_398,year_28,1,0
partner_5836,model_71,year_23,1,0
partner_983,model_355,year_28,1,0
partner_983,model_89,year_30,1,0
partner_983,model_615,year_22,1,0
partner_983,model_361,year_27,1,0
partner_983,model_476,year_24,1,0
partner_983,model_349,year_28,1,0
partner_983,model_364,year_22,1,0
partner_983,model_364,year_24,1,0
partner_983,model_142,year_23,1,0
partner_983,model_589,year_29,1,0
partner_983,model_410,year_27,1,0
partner_983,model_410,year_29,1,0
partner_983,model_410,year_31,1,0
partner_983,model_35,year_29,1,0
partner_983,model_398,year_25,1,0
partner_983,model_398,year_26,1,0
partner_983,model_398,year_27,2,0
partner_983,model_398,year_28,1,0
partner_983,model_398,year_31,1,0
partner_983,model_549,year_33,1,0
partner_983,model_530,year_18,1,0
partner_983,model_7,year_33,1,0
partner_983,model_7,year_36,1,0
partner_5659,model_56,year_24,1,0
partner_4247,model_416,year_0,1,0
partner_293,model_576,year_29,1,0
partner_7590,model_370,year_23,1,1
partner_7590,model_589,year_29,1,0
partner_7590,model_410,year_29,1,0
partner_7590,model_147,year_31,1,0
partner_7590,model_549,year_23,1,0
partner_7590,model_549,year_31,2,1
partner_7590,model_66,year_17,1,0
partner_7590,model_72,year_19,1,0
partner_7590,model_164,year_13,1,0
partner_3229,model_416,year_0,2,0
partner_3229,model_589,year_29,1,0
partner_3229,model_589,year_30,1,0
partner_3229,model_410,year_22,1,0
partner_3229,model_410,year_24,1,0
partner_3229,model_410,year_29,1,0
partner_3229,model_398,year_26,1,0
partner_3229,model_398,year_27,2,0
partner_3229,model_549,year_27,1,0
partner_3229,model_549,year_28,1,0
partner_2442,model_7,year_32,1,0
partner_1023,model_589,year_33,1,0
partner_4512,model_287,year_25,1,0
partner_4512,model_334,year_25,1,1
partner_7963,model_147,year_31,1,0
partner_7782,model_346,year_29,1,0
partner_5701,model_589,year_36,1,0
partner_6670,model_384,year_35,1,0
partner_6798,model_487,year_27,1,0
partner_8104,model_216,year_26,1,1
partner_7995,model_589,year_31,1,0
partner_6100,model_370,year_25,1,0
partner_6100,model_416,year_28,1,0
partner_6100,model_494,year_27,1,0
partner_6100,model_62,year_23,1,0
partner_6100,model_589,year_31,1,0
partner_6100,model_589,year_32,1,0
partner_6100,model_188,year_28,1,0
partner_6100,model_549,year_27,1,1
partner_6087,model_361,year_25,1,0
partner_5583,model_416,year_29,1,1
partner_5583,model_147,year_31,1,1
partner_7899,model_554,year_24,1,0
partner_392,model_416,year_34,1,1
partner_3942,model_416,year_30,1,0
partner_5139,model_615,year_28,1,1
partner_3269,model_589,year_30,1,0
partner_6374,model_589,year_34,1,1
partner_8988,model_384,year_37,1,1
partner_8988,model_211,year_30,1,0
partner_8988,model_589,year_36,3,2
partner_8988,model_549,year_31,1,0
partner_3159,model_381,year_30,1,0
partner_61,model_35,year_35,1,0
partner_6201,model_398,year_29,1,0
partner_2975,model_363,year_33,1,0
partner_2975,model_594,year_30,1,0
partner_2975,model_364,year_25,1,0
partner_2975,model_600,year_28,1,0
partner_2975,model_78,year_22,1,0
partner_3687,model_398,year_28,1,0
partner_3905,model_398,year_28,1,0
partner_8488,model_185,year_31,1,1
partner_3573,model_410,year_27,1,0
partner_2596,model_576,year_29,1,0
partner_2469,model_538,year_32,1,0
partner_6685,model_361,year_30,1,0
partner_3048,model_615,year_28,1,0
partner_3048,model_615,year_29,1,0
partner_3048,model_384,year_35,1,0
partner_3048,model_576,year_24,1,0
partner_3048,model_56,year_29,1,0
partner_3048,model_191,year_22,1,0
partner_3048,model_494,year_33,1,0
partner_3048,model_589,year_29,1,0
partner_3048,model_589,year_35,2,0
partner_3048,model_589,year_36,1,0
partner_3048,model_589,year_37,1,0
partner_3048,model_410,year_28,1,0
partner_3048,model_398,year_32,1,0
partner_3048,model_346,year_28,1,0
partner_3048,model_549,year_28,1,0
partner_3048,model_7,year_30,1,0
partner_3138,model_494,year_35,1,0
partner_557,model_50,year_28,1,0
partner_3473,model_549,year_30,1,0
partner_323,model_416,year_0,1,0
partner_3919,model_549,year_28,1,0
partner_489,model_361,year_27,1,0
partner_1010,model_398,year_27,1,0
partner_3917,model_381,year_25,1,0
partner_643,model_589,year_37,1,0
partner_7391,model_576,year_25,1,0
partner_5202,model_256,year_24,1,0
partner_3412,model_398,year_25,1,0
partner_1455,model_319,year_34,1,0
partner_4387,model_410,year_28,1,0
partner_4387,model_376,year_16,1,0
partner_4387,model_7,year_30,1,1
partner_5570,model_474,year_29,1,0
partner_7497,model_554,year_25,1,0
partner_7497,model_589,year_36,1,1
partner_7753,model_410,year_28,1,1
partner_7753,model_410,year_29,1,0
partner_7753,model_593,year_22,1,0
partner_6247,model_11,year_17,1,1
partner_7363,model_589,year_35,1,1
partner_300,model_71,year_28,1,0
partner_4784,model_89,year_31,1,0
partner_1877,model_337,year_35,1,0
partner_3714,model_349,year_27,1,0
partner_3714,model_410,year_29,1,0
partner_3714,model_398,year_32,1,0
partner_3714,model_147,year_27,1,0
partner_3714,model_549,year_30,1,0
partner_3714,model_497,year_25,3,0
partner_4561,model_615,year_25,1,0
partner_4561,model_330,year_32,1,0
partner_5253,model_319,year_36,1,0
partner_5469,model_589,year_30,1,0
partner_6096,model_58,year_26,1,0
partner_2641,model_416,year_0,1,0
partner_613,model_384,year_37,1,0
partner_613,model_589,year_34,1,0
partner_5984,model_600,year_28,1,0
partner_7159,model_615,year_25,1,1
partner_6503,model_361,year_26,1,0
partner_5602,model_576,year_29,1,0
partner_3739,model_384,year_34,1,0
partner_355,model_384,year_37,1,1
partner_355,model_589,year_37,1,1
partner_355,model_147,year_32,1,0
partner_2318,model_20,year_24,1,0
partner_553,model_172,year_26,1,0
partner_1363,model_576,year_22,1,0
partner_1363,model_589,year_32,1,1
partner_1363,model_398,year_27,1,0
partner_997,model_576,year_30,1,0
partner_247,model_589,year_31,1,0
partner_247,model_589,year_32,1,0
partner_247,model_589,year_33,1,1
partner_247,model_589,year_34,1,0
partner_247,model_7,year_32,1,0
partner_247,model_7,year_34,1,0
partner_5689,model_256,year_20,1,0
partner_8640,model_589,year_33,1,0
partner_3898,model_589,year_30,1,1
partner_3898,model_398,year_27,1,1
partner_389,model_410,year_23,1,0
partner_6231,model_410,year_34,1,1
partner_7669,model_416,year_32,1,0
partner_7669,model_398,year_30,1,0
partner_7465,model_615,year_28,1,1
partner_130,model_425,year_30,1,0
partner_1743,model_416,year_0,1,0
partner_4927,model_410,year_30,1,0
partner_2485,model_398,year_29,1,0
partner_7151,model_399,year_30,1,0
partner_7151,model_589,year_37,1,0
partner_7151,model_572,year_18,1,1
partner_7151,model_393,year_16,1,0
partner_7151,model_378,year_20,1,0
partner_7151,model_549,year_23,1,0
partner_7151,model_297,year_19,1,0
partner_2674,model_267,year_29,1,0
partner_202,model_589,year_30,1,0
partner_202,model_344,year_22,1,0
partner_6632,model_589,year_30,1,1
partner_7825,model_549,year_37,1,0
partner_5974,model_361,year_28,1,0
partner_8226,model_549,year_33,1,0
partner_4817,model_549,year_36,1,0
partner_3125,model_416,year_28,1,0
partner_3125,model_589,year_31,1,0
partner_3125,model_398,year_28,1,0
partner_4563,model_549,year_31,1,0
partner_5243,model_101,year_30,1,0
partner_5243,model_549,year_28,1,0
partner_5243,model_549,year_30,1,0
partner_5589,model_132,year_21,1,0
partner_5589,model_340,year_30,1,0
partner_5589,model_196,year_29,2,1
partner_5589,model_196,year_30,1,1
partner_5589,model_615,year_27,1,0
partner_5589,model_268,year_24,1,0
partner_5589,model_202,year_30,1,0
partner_5589,model_202,year_31,1,0
partner_5589,model_202,year_32,4,2
partner_5589,model_361,year_28,2,0
partner_5589,model_430,year_34,1,0
partner_5589,model_384,year_32,1,0
partner_5589,model_384,year_36,1,0
partner_5589,model_362,year_24,1,0
partner_5589,model_336,year_25,1,0
partner_5589,model_56,year_24,1,0
partner_5589,model_416,year_28,1,0
partner_5589,model_416,year_29,1,1
partner_5589,model_416,year_30,2,0
partner_5589,model_416,year_31,1,0
partner_5589,model_416,year_35,1,0
partner_5589,model_416,year_36,1,1
partner_5589,model_381,year_33,1,0
partner_5589,model_494,year_28,1,0
partner_5589,model_494,year_30,2,1
partner_5589,model_494,year_32,1,0
partner_5589,model_589,year_30,1,0
partner_5589,model_589,year_32,1,0
partner_5589,model_589,year_35,1,0
partner_5589,model_589,year_36,1,0
partner_5589,model_410,year_28,1,0
partner_5589,model_410,year_32,1,0
partner_5589,model_35,year_31,1,0
partner_5589,model_35,year_32,2,0
partner_5589,model_35,year_33,1,0
partner_5589,model_398,year_31,1,1
partner_5589,model_398,year_34,1,0
partner_5589,model_319,year_34,1,0
partner_5589,model_319,year_36,1,0
partner_5589,model_287,year_27,1,0
partner_5589,model_71,year_31,1,0
partner_5589,model_533,year_28,1,0
partner_5589,model_149,year_30,1,0
partner_5589,model_549,year_23,1,0
partner_5589,model_549,year_27,1,0
partner_5589,model_549,year_29,4,0
partner_5589,model_563,year_32,1,0
partner_5589,model_256,year_25,1,0
partner_5589,model_330,year_31,1,1
partner_5589,model_7,year_30,1,0
partner_5589,model_267,year_27,1,0
partner_6923,model_410,year_29,1,0
partner_3791,model_589,year_36,5,4
partner_3791,model_410,year_29,1,0
partner_7298,model_346,year_32,1,0
partner_7193,model_384,year_36,1,0
partner_132,model_416,year_35,1,0
partner_132,model_589,year_29,1,0
partner_132,model_398,year_27,1,0
partner_132,model_72,year_22,1,0
partner_132,model_88,year_16,1,0
partner_132,model_67,year_10,1,0
partner_3067,model_549,year_31,1,1
partner_8241,model_416,year_0,1,0
partner_3380,model_615,year_23,1,0
partner_3380,model_361,year_29,1,0
partner_3380,model_384,year_36,1,0
partner_3380,model_416,year_28,1,0
partner_3380,model_416,year_35,1,1
partner_3380,model_589,year_36,1,1
partner_4595,model_589,year_29,1,0
partner_6741,model_398,year_28,1,1
partner_3164,model_436,year_29,1,0
partner_3164,model_615,year_28,1,0
partner_3164,model_319,year_36,1,1
partner_3164,model_595,year_29,1,1
partner_3164,model_549,year_22,1,0
partner_3164,model_549,year_27,1,0
partner_3164,model_549,year_28,1,1
partner_3164,model_549,year_31,2,2
partner_3164,model_549,year_34,1,1
partner_3164,model_600,year_36,1,0
partner_8301,model_179,year_30,1,0
partner_8301,model_436,year_28,1,0
partner_8301,model_370,year_23,1,0
partner_8301,model_485,year_22,1,0
partner_8301,model_361,year_30,1,0
partner_8301,model_576,year_25,1,0
partner_8301,model_576,year_27,1,1
partner_8301,model_576,year_28,1,0
partner_8301,model_101,year_30,1,0
partner_8301,model_74,year_36,1,0
partner_8301,model_381,year_27,1,0
partner_8301,model_381,year_29,1,0
partner_8301,model_250,year_27,1,0
partner_8301,model_250,year_31,1,0
partner_8301,model_494,year_30,2,0
partner_8301,model_494,year_31,1,0
partner_8301,model_494,year_32,1,0
partner_8301,model_20,year_23,1,0
partner_8301,model_62,year_21,1,0
partner_8301,model_462,year_23,1,0
partner_8301,model_364,year_22,1,0
partner_8301,model_364,year_23,1,0
partner_8301,model_364,year_24,1,0
partner_8301,model_399,year_25,1,0
partner_8301,model_589,year_30,1,0
partner_8301,model_589,year_31,2,0
partner_8301,model_589,year_32,2,1
partner_8301,model_589,year_33,2,1
partner_8301,model_589,year_34,2,0
partner_8301,model_589,year_36,4,0
partner_8301,model_589,year_37,2,0
partner_8301,model_410,year_23,3,0
partner_8301,model_410,year_24,1,0
partner_8301,model_410,year_25,1,0
partner_8301,model_410,year_27,1,0
partner_8301,model_410,year_28,4,1
partner_8301,model_410,year_29,1,0
partner_8301,model_410,year_30,1,0
partner_8301,model_410,year_31,1,0
partner_8301,model_410,year_32,1,0
partner_8301,model_410,year_34,1,0
partner_8301,model_410,year_35,1,0
partner_8301,model_398,year_24,5,0
partner_8301,model_398,year_25,5,0
partner_8301,model_398,year_26,2,0
partner_8301,model_398,year_27,2,0
partner_8301,model_398,year_28,4,0
partner_8301,model_398,year_29,3,0
partner_8301,model_398,year_30,1,0
partner_8301,model_319,year_34,1,0
partner_8301,model_319,year_35,4,0
partner_8301,model_319,year_36,5,2
partner_8301,model_357,year_32,1,0
partner_8301,model_380,year_22,1,0
partner_8301,model_147,year_32,1,0
partner_8301,model_595,year_29,1,0
partner_8301,model_549,year_31,1,0
partner_8301,model_549,year_33,2,0
partner_8301,model_549,year_34,1,0
partner_8301,model_549,year_37,1,0
partner_8301,model_600,year_32,1,0
partner_8301,model_206,year_29,1,0
partner_8301,model_330,year_25,1,0
partner_8301,model_497,year_25,1,0
partner_8301,model_7,year_29,1,0
partner_672,model_615,year_25,1,0
partner_672,model_576,year_25,1,0
partner_672,model_554,year_20,1,0
partner_672,model_56,year_23,1,0
partner_672,model_416,year_27,1,0
partner_672,model_20,year_26,1,0
partner_672,model_399,year_24,2,0
partner_672,model_589,year_32,1,0
partner_672,model_589,year_35,1,0
partner_672,model_410,year_27,1,0
partner_672,model_410,year_29,2,0
partner_672,model_398,year_26,1,0
partner_672,model_398,year_28,2,0
partner_672,model_398,year_29,1,0
partner_672,model_398,year_30,2,0
partner_672,model_398,year_31,1,0
partner_672,model_398,year_32,1,0
partner_672,model_319,year_33,1,0
partner_672,model_483,year_10,1,0
partner_672,model_380,year_23,1,0
partner_672,model_549,year_25,1,0
partner_672,model_549,year_29,1,0
partner_672,model_563,year_34,1,0
partner_672,model_295,year_18,1,0
partner_672,model_7,year_28,1,0
partner_4055,model_494,year_34,1,0
partner_5520,model_172,year_27,1,0
partner_5520,model_110,year_33,1,0
partner_1229,model_576,year_33,1,0
partner_4496,model_147,year_33,1,0
partner_2965,model_589,year_37,1,0
partner_5456,model_589,year_36,1,1
partner_3623,model_589,year_36,1,1
partner_7985,model_416,year_0,1,0
partner_7945,model_494,year_33,1,0
partner_8384,model_322,year_24,1,1
partner_3030,model_89,year_28,1,1
partner_3030,model_589,year_30,1,0
partner_3030,model_410,year_29,2,0
partner_3030,model_398,year_25,2,2
partner_3030,model_398,year_29,2,2
partner_3030,model_398,year_32,1,1
partner_3030,model_571,year_26,1,1
partner_666,model_410,year_32,1,1
partner_7448,model_401,year_20,1,0
partner_7448,model_428,year_14,1,0
partner_1488,model_399,year_22,1,0
partner_238,model_336,year_30,1,0
partner_238,model_589,year_29,1,0
partner_1224,model_384,year_35,1,1
partner_4981,model_147,year_35,1,0
partner_4981,model_549,year_36,1,0
partner_4559,model_576,year_31,1,1
partner_8269,model_108,year_14,1,0
partner_8269,model_174,year_32,1,0
partner_8269,model_434,year_24,1,0
partner_8269,model_89,year_23,1,0
partner_8269,model_89,year_28,1,0
partner_8269,model_89,year_31,1,0
partner_8269,model_615,year_24,3,0
partner_8269,model_615,year_29,1,0
partner_8269,model_370,year_23,1,0
partner_8269,model_370,year_25,1,0
partner_8269,model_386,year_28,1,0
partner_8269,model_361,year_29,1,0
partner_8269,model_37,year_14,1,0
partner_8269,model_576,year_20,1,0
partner_8269,model_576,year_23,1,0
partner_8269,model_576,year_26,1,0
partner_8269,model_576,year_28,1,0
partner_8269,model_336,year_20,1,0
partner_8269,model_177,year_10,1,0
partner_8269,model_299,year_23,1,0
partner_8269,model_130,year_28,1,0
partner_8269,model_172,year_19,1,0
partner_8269,model_554,year_22,2,0
partner_8269,model_554,year_23,2,0
partner_8269,model_554,year_24,1,0
partner_8269,model_56,year_25,1,0
partner_8269,model_349,year_27,1,0
partner_8269,model_537,year_24,1,0
partner_8269,model_416,year_32,1,0
partner_8269,model_494,year_24,1,0
partner_8269,model_494,year_35,1,0
partner_8269,model_20,year_24,1,0
partner_8269,model_540,year_17,1,0
partner_8269,model_62,year_21,1,0
partner_8269,model_62,year_23,1,0
partner_8269,model_399,year_22,1,0
partner_8269,model_399,year_23,1,0
partner_8269,model_399,year_24,1,0
partner_8269,model_399,year_27,1,0
partner_8269,model_142,year_24,1,0
partner_8269,model_589,year_29,1,1
partner_8269,model_589,year_30,1,0
partner_8269,model_589,year_31,2,0
partner_8269,model_589,year_32,2,0
partner_8269,model_589,year_33,1,0
partner_8269,model_589,year_34,1,0
partner_8269,model_410,year_24,1,0
partner_8269,model_410,year_25,1,0
partner_8269,model_410,year_28,5,0
partner_8269,model_410,year_29,2,0
partner_8269,model_410,year_30,1,0
partner_8269,model_35,year_29,1,0
partner_8269,model_35,year_33,1,0
partner_8269,model_398,year_25,2,0
partner_8269,model_398,year_27,1,0
partner_8269,model_398,year_28,1,0
partner_8269,model_398,year_29,1,0
partner_8269,model_398,year_31,1,1
partner_8269,model_398,year_34,1,0
partner_8269,model_319,year_34,2,0
partner_8269,model_85,year_19,1,0
partner_8269,model_293,year_21,1,1
partner_8269,model_293,year_25,1,0
partner_8269,model_392,year_4,1,0
partner_8269,model_380,year_24,1,0
partner_8269,model_260,year_24,2,0
partner_8269,model_260,year_25,1,0
partner_8269,model_287,year_22,1,0
partner_8269,model_378,year_29,1,0
partner_8269,model_303,year_21,1,0
partner_8269,model_303,year_28,1,0
partner_8269,model_546,year_34,1,0
partner_8269,model_354,year_30,1,0
partner_8269,model_549,year_26,1,0
partner_8269,model_549,year_27,1,0
partner_8269,model_549,year_28,1,0
partner_8269,model_549,year_30,2,0
partner_8269,model_600,year_28,2,0
partner_8269,model_322,year_20,1,0
partner_8269,model_345,year_27,1,0
partner_8269,model_456,year_26,1,0
partner_8269,model_456,year_27,1,0
partner_8269,model_375,year_30,1,0
partner_8269,model_72,year_18,1,0
partner_8269,model_164,year_15,1,0
partner_8269,model_256,year_16,1,0
partner_8269,model_256,year_18,1,0
partner_8269,model_256,year_22,1,0
partner_8269,model_126,year_18,1,0
partner_8269,model_91,year_20,1,0
partner_8269,model_67,year_14,1,0
partner_8269,model_227,year_7,1,0
partner_8269,model_110,year_27,1,0
partner_8269,model_7,year_37,1,0
partner_8269,model_185,year_36,1,0
partner_2899,model_615,year_28,1,0
partner_2899,model_117,year_23,1,0
partner_8272,model_62,year_23,1,0
partner_8272,model_398,year_30,1,0
partner_8272,model_297,year_28,1,0
partner_8272,model_256,year_17,1,0
partner_3840,model_416,year_0,1,0
partner_6764,model_499,year_22,1,0
partner_6764,model_132,year_16,1,0
partner_6764,model_132,year_23,1,0
partner_6764,model_108,year_11,1,0
partner_6764,model_89,year_22,1,1
partner_6764,model_89,year_24,2,0
partner_6764,model_89,year_25,2,0
partner_6764,model_89,year_28,1,0
partner_6764,model_615,year_23,2,0
partner_6764,model_615,year_24,5,0
partner_6764,model_615,year_25,1,1
partner_6764,model_615,year_27,4,1
partner_6764,model_615,year_28,1,0
partner_6764,model_615,year_29,1,0
partner_6764,model_370,year_24,1,0
partner_6764,model_370,year_25,1,0
partner_6764,model_485,year_29,1,0
partner_6764,model_143,year_26,1,0
partner_6764,model_32,year_18,1,0
partner_6764,model_268,year_25,1,0
partner_6764,model_202,year_30,3,0
partner_6764,model_202,year_31,1,0
partner_6764,model_361,year_23,1,0
partner_6764,model_361,year_26,1,0
partner_6764,model_361,year_28,2,1
partner_6764,model_361,year_29,1,0
partner_6764,model_361,year_30,1,0
partner_6764,model_266,year_22,1,0
partner_6764,model_565,year_26,1,0
partner_6764,model_576,year_17,1,0
partner_6764,model_576,year_22,2,0
partner_6764,model_576,year_23,2,0
partner_6764,model_576,year_24,1,0
partner_6764,model_576,year_25,2,0
partner_6764,model_576,year_32,1,1
partner_6764,model_362,year_23,1,0
partner_6764,model_362,year_24,1,0
partner_6764,model_452,year_23,1,0
partner_6764,model_495,year_36,1,0
partner_6764,model_113,year_18,1,0
partner_6764,model_113,year_19,1,0
partner_6764,model_9,year_20,1,0
partner_6764,model_554,year_22,1,0
partner_6764,model_554,year_23,1,0
partner_6764,model_554,year_24,2,0
partner_6764,model_56,year_20,1,1
partner_6764,model_56,year_21,3,2
partner_6764,model_56,year_24,1,0
partner_6764,model_56,year_25,1,0
partner_6764,model_56,year_26,1,0
partner_6764,model_191,year_21,1,0
partner_6764,model_191,year_24,1,0
partner_6764,model_191,year_25,2,0
partner_6764,model_416,year_28,4,1
partner_6764,model_416,year_29,1,0
partner_6764,model_416,year_31,2,0
partner_6764,model_381,year_24,1,0
partner_6764,model_381,year_25,1,0
partner_6764,model_592,year_22,1,0
partner_6764,model_494,year_27,1,0
partner_6764,model_494,year_28,1,0
partner_6764,model_494,year_29,2,0
partner_6764,model_494,year_31,2,0
partner_6764,model_494,year_32,3,0
partner_6764,model_20,year_23,1,0
partner_6764,model_399,year_30,1,0
partner_6764,model_410,year_25,1,0
partner_6764,model_398,year_26,1,0
partner_6764,model_398,year_28,2,0
partner_6764,model_82,year_36,1,0
partner_6764,model_221,year_25,1,0
partner_6764,model_84,year_16,1,0
partner_6764,model_483,year_15,1,0
partner_6764,model_502,year_15,1,0
partner_6764,model_225,year_24,1,0
partner_6764,model_225,year_25,1,0
partner_6764,model_392,year_20,1,0
partner_6764,model_380,year_21,1,0
partner_6764,model_380,year_25,1,0
partner_6764,model_380,year_28,1,0
partner_6764,model_587,year_20,1,0
partner_6764,model_587,year_25,1,0
partner_6764,model_147,year_21,2,0
partner_6764,model_147,year_22,2,1
partner_6764,model_147,year_24,1,0
partner_6764,model_147,year_33,1,0
partner_6764,model_260,year_23,1,0
partner_6764,model_260,year_24,1,1
partner_6764,model_260,year_25,1,0
partner_6764,model_260,year_28,1,0
partner_6764,model_1,year_24,2,0
partner_6764,model_71,year_19,1,1
partner_6764,model_71,year_21,1,0
partner_6764,model_71,year_28,1,0
partner_6764,model_593,year_14,1,0
partner_6764,model_86,year_23,1,0
partner_6764,model_70,year_20,1,0
partner_6764,model_354,year_30,1,0
partner_6764,model_441,year_25,1,0
partner_6764,model_549,year_22,1,0
partner_6764,model_549,year_23,6,0
partner_6764,model_549,year_24,2,1
partner_6764,model_549,year_25,1,0
partner_6764,model_549,year_27,3,0
partner_6764,model_549,year_28,6,1
partner_6764,model_549,year_29,4,1
partner_6764,model_549,year_30,5,0
partner_6764,model_549,year_31,5,0
partner_6764,model_549,year_32,2,0
partner_6764,model_549,year_33,1,0
partner_6764,model_549,year_34,1,0
partner_6764,model_549,year_37,1,0
partner_6764,model_283,year_25,1,0
partner_6764,model_283,year_27,1,0
partner_6764,model_600,year_31,1,0
partner_6764,model_322,year_20,1,0
partner_6764,model_439,year_28,1,0
partner_6764,model_487,year_23,1,0
partner_6764,model_487,year_25,2,0
partner_6764,model_487,year_27,1,0
partner_6764,model_563,year_31,1,0
partner_6764,model_563,year_32,1,0
partner_6764,model_187,year_23,1,0
partner_6764,model_72,year_18,1,0
partner_6764,model_72,year_19,1,0
partner_6764,model_297,year_22,1,0
partner_6764,model_256,year_19,1,0
partner_6764,model_256,year_20,2,2
partner_6764,model_256,year_22,1,0
partner_6764,model_256,year_23,2,1
partner_6764,model_256,year_24,1,1
partner_6764,model_256,year_25,3,1
partner_6764,model_256,year_32,1,0
partner_6764,model_371,year_20,2,0
partner_6764,model_330,year_25,1,0
partner_6764,model_330,year_28,1,0
partner_6764,model_497,year_16,1,0
partner_6764,model_7,year_27,1,0
partner_6764,model_7,year_30,1,0
partner_6764,model_7,year_35,1,0
partner_6764,model_267,year_27,1,0
partner_8057,model_416,year_0,1,0
partner_3604,model_410,year_29,1,0
partner_7548,model_384,year_34,2,0
partner_7548,model_589,year_34,1,0
partner_4515,model_398,year_29,1,0
partner_6499,model_82,year_33,1,0
partner_2822,model_576,year_30,1,0
partner_6235,model_398,year_28,1,1
partner_6278,model_589,year_34,1,0
partner_5958,model_7,year_30,1,0
partner_6097,model_615,year_25,1,0
partner_6097,model_80,year_27,1,0
partner_3481,model_361,year_28,1,0
partner_3481,model_549,year_28,1,0
partner_6567,model_20,year_24,1,0
partner_4732,model_265,year_22,1,0
partner_3695,model_89,year_23,1,0
partner_872,model_384,year_34,1,0
partner_872,model_589,year_32,1,1
partner_8980,model_615,year_27,1,0
partner_8980,model_589,year_33,1,0
partner_7763,model_544,year_29,1,1
partner_7763,model_89,year_28,1,0
partner_7763,model_436,year_30,1,0
partner_7763,model_615,year_25,1,0
partner_7763,model_615,year_26,1,1
partner_7763,model_615,year_27,1,0
partner_7763,model_370,year_23,1,0
partner_7763,model_384,year_31,1,0
partner_7763,model_576,year_23,1,0
partner_7763,model_576,year_25,1,1
partner_7763,model_177,year_14,1,0
partner_7763,model_554,year_21,2,0
partner_7763,model_554,year_23,1,0
partner_7763,model_554,year_24,1,0
partner_7763,model_554,year_25,4,0
partner_7763,model_554,year_26,1,0
partner_7763,model_191,year_22,1,0
partner_7763,model_416,year_28,1,0
partner_7763,model_74,year_22,2,1
partner_7763,model_494,year_27,1,0
partner_7763,model_494,year_28,1,0
partner_7763,model_20,year_24,1,0
partner_7763,model_20,year_25,1,1
partner_7763,model_62,year_21,1,1
partner_7763,model_62,year_22,1,0
partner_7763,model_62,year_23,1,0
partner_7763,model_62,year_24,1,0
partner_7763,model_364,year_22,1,0
partner_7763,model_364,year_23,1,0
partner_7763,model_364,year_25,1,0
partner_7763,model_399,year_23,1,0
partner_7763,model_399,year_28,1,0
partner_7763,model_399,year_29,1,0
partner_7763,model_589,year_26,1,0
partner_7763,model_589,year_29,3,2
partner_7763,model_589,year_30,6,2
partner_7763,model_589,year_31,2,0
partner_7763,model_589,year_32,5,2
partner_7763,model_589,year_33,3,1
partner_7763,model_589,year_34,4,3
partner_7763,model_589,year_35,4,0
partner_7763,model_589,year_36,4,1
partner_7763,model_589,year_37,1,0
partner_7763,model_410,year_22,1,0
partner_7763,model_410,year_23,1,0
partner_7763,model_410,year_25,2,0
partner_7763,model_410,year_26,1,0
partner_7763,model_410,year_27,2,0
partner_7763,model_410,year_28,2,0
partner_7763,model_410,year_29,2,1
partner_7763,model_410,year_30,1,0
partner_7763,model_410,year_31,1,0
partner_7763,model_410,year_34,2,0
partner_7763,model_35,year_31,1,0
partner_7763,model_398,year_24,1,0
partner_7763,model_398,year_25,5,1
partner_7763,model_398,year_26,2,0
partner_7763,model_398,year_27,11,3
partner_7763,model_398,year_28,9,1
partner_7763,model_398,year_29,8,0
partner_7763,model_398,year_30,5,2
partner_7763,model_398,year_31,2,0
partner_7763,model_398,year_32,4,0
partner_7763,model_398,year_33,5,1
partner_7763,model_398,year_34,1,0
partner_7763,model_188,year_30,1,1
partner_7763,model_260,year_24,1,0
partner_7763,model_287,year_25,1,0
partner_7763,model_71,year_23,1,0
partner_7763,model_549,year_23,1,0
partner_7763,model_549,year_31,1,0
partner_7763,model_115,year_21,1,0
partner_7763,model_330,year_24,1,0
partner_1237,model_72,year_16,1,0
partner_7414,model_594,year_29,1,0
partner_7414,model_416,year_30,1,1
