model_name,year,can_be_branded,car_cnt,car_sticker_cnt,trips_success_cnt,trips_cancel_cnt,trips_defect_cnt,trips_rated_cnt,bad_car_model_tag_cnt,dissapointed_car_model_tag_cnt
model_154,year_20,0,1,0,460,61,1,122,4,0
model_154,year_21,0,1,0,1482,96,8,521,0,0
model_154,year_24,0,1,0,74,16,0,35,1,0
model_154,year_25,0,1,0,175,22,0,61,0,0
model_529,year_28,1,1,0,19,0,0,5,0,0
model_581,year_2,0,1,0,869,75,2,213,2,0
model_581,year_14,0,2,0,6,1,0,0,0,0
model_581,year_16,0,2,0,417,78,4,99,0,0
model_581,year_17,0,1,0,9,0,0,3,0,0
model_581,year_18,1,1,0,24,3,0,9,0,0
model_581,year_19,0,2,0,17,3,0,5,0,0
model_581,year_20,0,1,0,621,59,4,211,0,0
model_581,year_22,0,2,0,177,15,0,49,0,0
model_581,year_23,0,1,0,84,8,2,27,0,0
model_581,year_25,0,1,0,195,24,0,66,0,1
model_581,year_27,1,1,0,11,1,0,1,0,0
model_581,year_29,1,1,0,20,2,0,9,0,0
model_345,year_17,0,1,0,2,0,0,1,0,0
model_345,year_18,1,1,0,22,2,0,4,0,0
model_345,year_19,0,2,0,410,47,5,115,0,1
model_345,year_20,0,1,0,17,2,0,10,0,0
model_345,year_21,1,1,0,24,4,0,6,0,0
model_345,year_23,1,3,0,2112,308,14,583,6,0
model_345,year_24,0,3,0,137,22,3,46,0,0
model_345,year_25,1,5,0,432,67,2,135,2,0
model_345,year_27,1,2,0,1158,125,4,429,0,0
model_345,year_29,1,1,0,89,7,0,26,0,0
model_345,year_31,1,1,1,1731,172,6,687,3,0
model_341,year_25,0,1,0,231,22,2,66,2,0
model_566,year_25,0,1,0,122,10,1,44,1,0
model_66,year_14,0,1,0,17,2,0,8,0,0
model_66,year_16,0,2,0,554,69,4,142,3,0
model_66,year_17,0,2,0,930,67,1,375,0,0
model_66,year_18,0,2,0,437,28,1,144,0,0
model_66,year_20,0,2,0,185,15,1,48,0,0
model_66,year_22,0,1,0,1397,133,7,525,0,0
model_66,year_25,1,1,0,3,0,0,1,0,0
model_464,year_17,0,1,0,62,3,0,22,0,0
model_464,year_18,0,1,0,1,0,0,1,0,0
model_464,year_23,0,1,0,2,2,0,0,0,0
model_274,year_26,1,1,0,85,22,1,33,0,0
model_190,year_24,0,1,1,14,0,0,3,0,0
model_369,year_18,0,1,0,156,17,1,54,1,0
model_456,year_17,0,1,0,1,0,0,1,0,0
model_456,year_26,1,1,0,261,28,2,56,0,0
model_456,year_27,1,1,0,6,0,0,2,0,0
model_284,year_17,0,1,0,138,16,0,38,0,0
model_284,year_18,1,1,0,67,6,0,16,0,0
model_284,year_20,0,1,0,347,42,1,97,1,0
model_284,year_21,0,2,0,166,18,2,40,0,1
model_284,year_22,0,1,0,306,68,3,92,0,0
model_284,year_23,0,1,0,161,21,0,39,0,0
model_284,year_28,1,1,0,69,9,0,25,1,0
model_187,year_17,0,1,0,310,57,4,110,0,0
model_187,year_19,0,1,0,68,7,1,18,0,0
model_187,year_22,0,2,0,249,23,2,74,1,0
model_187,year_23,0,2,0,98,20,4,33,0,2
model_187,year_24,1,3,0,11,3,0,5,0,0
model_187,year_25,0,4,0,432,36,1,151,0,0
model_187,year_26,1,1,0,4,0,0,1,0,0
model_187,year_28,1,1,0,1,0,0,1,0,0
model_104,year_23,0,1,0,78,4,0,13,0,0
model_106,year_19,0,1,0,117,19,2,37,0,1
model_141,year_22,1,1,1,1646,141,8,409,6,2
model_578,year_19,0,1,0,360,46,1,100,0,0
model_578,year_20,0,1,0,2190,270,12,718,2,1
model_578,year_21,0,1,0,23,3,0,4,0,0
model_578,year_22,0,3,0,2466,172,14,805,3,1
model_578,year_23,0,1,0,13,0,0,0,0,0
model_578,year_24,0,1,0,221,25,2,68,0,0
model_443,year_30,1,1,0,405,62,7,126,0,0
model_454,year_31,1,1,0,1002,109,5,297,0,1
model_454,year_32,1,1,0,33,2,0,7,0,0
model_541,year_17,0,1,0,4,1,0,3,0,0
model_541,year_21,0,1,0,435,47,2,105,0,0
model_541,year_23,0,1,0,436,56,7,108,1,0
model_541,year_24,1,3,0,790,69,6,281,0,0
model_541,year_25,1,2,0,13,8,0,3,0,0
model_541,year_28,1,1,0,248,21,1,71,0,0
model_541,year_29,1,1,0,97,9,0,26,0,0
model_541,year_33,1,1,0,44,9,1,11,1,0
model_22,year_23,1,3,0,1333,131,5,435,1,0
model_22,year_24,1,4,0,1051,92,2,287,1,0
model_22,year_25,0,1,0,10,2,0,5,1,0
model_22,year_27,1,1,0,7,2,0,3,0,0
model_22,year_29,1,1,0,190,12,1,51,0,0
model_22,year_35,1,1,1,1877,107,13,664,3,0
model_602,year_18,1,1,0,374,64,4,114,0,1
model_602,year_19,0,1,0,80,13,1,16,2,0
model_602,year_30,1,1,0,320,37,2,129,0,0
model_602,year_32,1,2,1,1642,184,14,429,4,0
model_556,year_16,0,1,0,24,1,0,12,0,0
model_375,year_26,0,2,0,382,49,3,101,0,0
model_375,year_29,0,1,0,34,2,0,6,0,0
model_375,year_30,0,1,0,21,4,0,6,1,0
model_181,year_27,0,1,0,717,83,5,275,4,1
model_444,year_20,0,1,0,1,0,0,0,0,0
model_547,year_18,1,18,3,9015,867,37,2842,3,3
model_547,year_19,1,4,1,1603,133,8,431,0,0
model_547,year_20,0,1,0,516,86,3,132,4,0
model_547,year_21,1,6,0,5139,311,29,1562,6,2
model_547,year_22,1,4,2,5464,733,39,1421,10,0
model_2,year_18,1,3,0,1795,223,22,534,3,1
model_2,year_19,1,19,0,3074,295,16,957,3,0
model_2,year_20,1,10,1,3571,487,28,912,5,1
model_2,year_21,1,7,1,4005,443,26,1035,9,0
model_2,year_22,1,6,0,778,122,9,196,0,0
model_2,year_23,1,1,0,109,35,1,31,0,0
model_2,year_24,1,4,0,739,87,7,191,1,0
model_2,year_25,1,2,0,107,9,0,33,1,0
model_2,year_27,1,1,0,2523,256,16,735,4,0
model_2,year_29,1,2,0,14,2,0,3,0,0
model_2,year_30,1,1,0,7,0,0,1,0,0
model_550,year_18,1,1,0,14,4,0,5,1,0
model_42,year_29,1,9,3,3986,547,37,1140,4,1
model_42,year_30,1,16,6,13638,1585,59,4115,23,1
model_42,year_31,1,14,4,10863,1464,77,3303,29,1
model_42,year_32,1,20,7,13524,1558,58,4010,19,1
model_42,year_33,1,5,2,1575,242,10,409,1,0
model_8,year_23,0,1,0,302,44,0,72,0,0
model_8,year_24,1,10,1,4617,429,16,1518,10,1
model_8,year_25,0,9,3,4431,448,35,1490,6,1
model_8,year_34,1,1,0,116,7,1,41,0,0
model_72,year_15,0,7,0,2686,276,13,819,1,3
model_72,year_16,0,5,1,1732,186,29,629,3,2
model_72,year_17,0,5,0,1996,199,8,621,0,0
model_72,year_18,0,8,0,2744,328,26,767,1,3
model_72,year_19,0,2,0,1417,290,17,364,6,0
model_72,year_20,0,6,1,4482,459,24,1379,6,1
model_72,year_21,1,6,0,326,32,3,99,1,0
model_72,year_22,0,5,0,1339,104,6,500,2,0
model_72,year_23,1,10,1,3950,267,16,1379,2,0
model_72,year_24,1,17,2,5577,458,20,1890,5,1
model_72,year_25,0,9,1,2290,184,11,871,1,0
model_72,year_26,1,5,0,744,94,3,225,0,0
model_72,year_28,0,1,0,33,5,1,12,0,0
model_72,year_29,1,2,0,1335,111,4,442,0,0
model_159,year_17,0,1,0,25,4,0,9,0,0
model_159,year_18,1,1,0,149,16,0,40,1,0
model_159,year_19,1,2,0,1608,247,9,504,4,1
model_159,year_20,0,1,0,6,0,0,2,0,0
model_159,year_23,0,1,0,435,28,5,148,0,0
model_159,year_25,0,1,1,1155,87,13,339,8,0
model_159,year_27,1,1,0,5,0,0,1,0,0
model_159,year_28,1,1,0,142,20,0,30,0,0
model_99,year_22,1,2,1,276,26,1,68,0,0
model_99,year_23,1,8,1,7750,908,46,2175,10,1
model_99,year_24,0,2,0,1689,168,7,412,4,0
model_99,year_25,1,3,1,775,124,8,195,3,0
model_99,year_26,1,1,0,9,2,0,1,0,0
model_99,year_27,1,1,0,40,9,0,10,0,0
model_209,year_18,1,1,0,34,4,0,9,0,0
model_88,year_6,0,1,0,1576,212,2,455,4,0
model_88,year_10,0,1,0,38,6,0,10,0,0
model_88,year_11,0,1,0,2,1,0,0,0,0
model_88,year_12,0,2,0,284,35,5,71,0,0
model_88,year_13,0,3,0,266,23,1,145,0,0
model_88,year_14,0,5,0,56,20,1,14,0,0
model_88,year_15,0,4,0,315,48,2,86,2,0
model_88,year_16,0,9,1,3203,408,32,875,17,5
model_88,year_17,1,4,0,436,58,2,121,1,1
model_88,year_18,1,9,1,1797,180,25,513,4,7
model_88,year_19,1,7,0,1930,186,11,573,4,2
model_88,year_20,1,4,0,165,37,0,43,0,0
model_88,year_21,1,2,0,314,35,0,88,1,0
model_88,year_22,0,1,0,2,0,0,1,0,0
model_88,year_23,0,1,0,413,30,2,149,0,0
model_200,year_16,0,1,0,47,7,0,14,0,0
model_200,year_18,0,1,0,117,15,4,27,0,0
model_200,year_21,0,1,0,1,0,0,0,0,0
model_297,year_2,0,1,0,176,19,0,45,1,0
model_297,year_8,0,2,0,301,19,4,84,0,3
model_297,year_9,0,2,0,134,19,2,34,0,0
model_297,year_10,0,2,0,769,80,6,181,3,1
model_297,year_11,0,5,0,94,13,2,28,0,1
model_297,year_12,0,4,0,247,15,2,67,1,0
model_297,year_13,0,6,0,928,128,8,246,0,0
model_297,year_14,0,2,0,118,15,0,36,0,0
model_297,year_15,0,4,0,174,17,5,59,0,0
model_297,year_16,0,2,0,140,17,0,41,0,0
model_297,year_17,1,5,2,3043,209,21,833,1,1
model_297,year_18,0,5,0,2145,197,29,776,2,1
model_297,year_19,1,6,0,537,40,5,148,1,0
model_297,year_20,0,7,0,1780,253,19,500,3,0
model_297,year_21,1,6,1,2402,187,19,702,0,0
model_297,year_22,0,6,1,3340,240,24,952,1,1
model_297,year_23,1,11,0,2331,387,35,815,2,0
model_297,year_24,0,6,0,816,102,3,245,0,0
model_297,year_25,1,10,1,645,98,9,234,0,0
model_297,year_26,1,3,1,103,12,1,47,0,0
model_297,year_27,1,9,2,4492,308,15,1553,4,0
model_297,year_28,1,10,0,918,78,2,318,1,0
model_297,year_29,1,3,0,215,57,2,95,0,0
model_297,year_30,1,4,0,93,5,1,39,0,0
model_297,year_31,1,4,0,596,147,3,167,0,0
model_297,year_32,1,3,0,150,37,2,48,1,0
model_297,year_33,1,4,0,909,62,3,415,0,0
model_297,year_34,1,3,0,1765,110,2,704,1,0
model_297,year_35,0,1,0,21,2,0,10,0,0
model_297,year_37,1,1,0,938,95,4,319,0,0
model_164,year_2,0,1,0,1025,219,13,258,6,1
model_164,year_4,0,2,0,104,12,3,36,0,1
model_164,year_6,0,1,0,3,0,0,1,0,0
model_164,year_9,0,7,0,2016,286,11,436,8,1
model_164,year_10,0,4,0,341,64,2,82,1,0
model_164,year_11,0,4,0,1027,130,9,289,0,0
model_164,year_12,0,8,0,413,46,4,122,1,0
model_164,year_13,0,6,0,1074,131,7,358,2,1
model_164,year_14,0,8,0,1003,108,6,337,1,3
model_164,year_15,0,4,1,4458,359,43,1636,5,1
model_164,year_16,0,12,1,7907,789,59,2283,11,4
model_164,year_17,1,8,0,3367,430,28,895,11,2
model_164,year_18,1,14,1,2620,242,12,813,5,1
model_531,year_14,0,1,0,166,20,1,51,0,0
model_531,year_17,0,1,1,483,38,3,153,0,0
model_31,year_3,0,1,0,118,39,3,29,0,0
model_31,year_4,0,2,0,76,7,0,27,1,0
model_31,year_10,0,1,0,10,3,0,1,0,0
model_31,year_13,0,1,0,89,6,1,15,0,0
model_31,year_14,0,2,0,189,22,0,45,0,0
model_31,year_15,0,1,0,1,0,0,0,0,0
model_31,year_16,0,3,0,598,71,2,161,0,0
model_256,year_2,0,1,0,137,29,1,33,1,0
model_256,year_3,0,1,0,50,11,0,10,0,0
model_256,year_4,0,1,0,1124,193,8,285,2,4
model_256,year_5,0,2,0,128,24,2,23,0,1
model_256,year_8,0,1,0,13,2,0,7,0,0
model_256,year_9,0,1,0,8,0,0,3,0,0
model_256,year_10,0,3,0,346,50,6,89,2,0
model_256,year_11,0,1,0,1134,50,2,434,1,0
model_256,year_12,0,3,0,1526,178,16,375,4,5
model_256,year_13,0,4,0,1366,197,12,375,3,1
model_256,year_14,0,10,0,1523,164,31,379,4,1
model_256,year_15,0,11,1,1586,149,10,447,1,1
model_256,year_16,0,12,1,4090,342,17,1397,4,7
model_256,year_17,1,24,3,13899,1161,85,4353,13,8
model_256,year_18,1,71,9,29231,3209,215,8322,35,7
model_256,year_19,1,56,2,19171,2209,131,5329,25,6
model_256,year_20,1,53,10,22988,2777,197,6729,26,5
model_256,year_21,1,34,11,26135,2919,184,7871,25,13
model_256,year_22,1,69,12,31348,3702,261,8907,50,12
model_256,year_23,1,60,13,34493,3685,334,10364,27,2
model_256,year_24,1,74,7,25335,2776,180,8204,30,2
model_256,year_25,1,80,14,34402,4442,313,10776,43,4
model_256,year_26,1,12,1,1253,134,6,363,4,0
model_256,year_27,1,32,6,23081,2231,142,7165,18,7
model_256,year_28,1,18,4,11857,1038,113,3738,11,2
model_256,year_29,1,20,3,8760,1655,60,2929,22,2
model_256,year_30,1,16,1,4081,478,30,1418,4,0
model_256,year_31,1,22,3,9502,1428,80,2622,13,3
model_256,year_32,1,10,2,3363,353,38,840,9,1
model_256,year_33,1,2,0,137,21,0,29,0,0
model_256,year_34,1,1,1,233,44,3,51,1,0
model_256,year_35,1,3,1,1729,171,9,564,1,0
model_256,year_36,1,4,2,1236,91,8,493,2,0
model_609,year_17,0,1,0,292,41,2,70,2,0
model_609,year_18,0,4,0,498,61,4,144,1,1
model_609,year_19,0,4,2,5294,524,32,1547,2,1
model_609,year_20,0,1,0,179,56,2,46,1,0
model_609,year_21,0,2,0,1400,146,5,411,5,0
model_609,year_22,0,7,1,4267,535,19,1141,10,1
model_609,year_23,0,3,0,3149,510,28,816,3,2
model_609,year_24,0,2,1,217,23,2,57,0,0
model_609,year_25,0,3,0,177,23,1,55,1,0
model_609,year_26,0,1,0,78,3,0,25,0,0
model_609,year_27,0,3,1,85,9,1,29,0,0
model_609,year_28,0,2,0,28,2,0,11,0,0
model_609,year_30,0,1,0,1,0,0,0,0,0
model_609,year_31,0,6,1,3580,458,17,1154,10,0
model_609,year_32,0,2,1,761,86,6,231,3,0
model_543,year_24,0,1,0,221,30,0,76,0,0
model_543,year_30,0,1,0,4,0,0,2,0,0
model_450,year_21,0,1,0,89,14,1,16,0,0
model_450,year_24,0,1,0,1,1,0,1,0,0
model_450,year_25,0,1,1,1560,238,8,429,1,0
model_251,year_2,0,1,0,124,11,1,32,1,0
model_251,year_3,0,1,1,1245,84,9,319,0,0
model_251,year_9,0,1,0,6,4,0,4,0,0
model_251,year_12,0,1,0,310,60,3,97,2,0
model_251,year_14,0,3,0,410,61,3,119,1,0
model_251,year_15,0,3,0,214,23,3,66,1,0
model_251,year_16,0,5,0,718,138,4,182,1,0
model_251,year_17,1,3,1,2155,211,9,552,5,1
model_251,year_18,1,6,0,1762,248,18,558,3,0
model_251,year_19,1,7,0,1099,132,16,289,5,0
model_251,year_20,0,9,3,5859,810,41,1447,9,1
model_251,year_21,1,1,0,868,98,10,228,1,0
model_371,year_20,0,2,0,2148,204,13,661,4,1
model_371,year_21,0,2,0,1446,125,16,480,3,0
model_371,year_29,1,1,0,73,9,12,18,0,0
model_516,year_1,0,1,0,860,90,7,198,5,2
model_516,year_2,0,2,0,325,31,7,86,1,3
model_516,year_7,0,1,0,100,12,1,28,1,0
model_516,year_8,0,2,0,68,5,1,14,0,0
model_516,year_9,0,8,0,815,117,8,250,1,3
model_516,year_10,0,6,0,1599,175,6,384,8,0
model_516,year_11,0,5,0,1019,145,6,274,1,0
model_516,year_12,0,2,0,42,8,0,8,0,1
model_516,year_13,0,6,1,2170,261,21,567,1,4
model_516,year_14,0,6,1,1875,227,15,512,3,1
model_516,year_15,0,6,0,1167,116,5,364,3,0
model_516,year_16,0,8,1,4865,252,26,1624,5,5
model_516,year_17,1,9,1,2796,333,42,822,6,3
model_516,year_18,1,5,0,1365,132,13,363,1,0
model_516,year_19,0,1,0,35,7,0,8,0,0
model_598,year_16,0,1,0,44,7,0,12,0,0
model_281,year_10,0,3,0,636,87,5,142,4,0
model_281,year_11,0,1,0,158,20,0,41,0,0
model_281,year_15,0,1,0,11,1,0,2,0,0
model_281,year_17,1,4,0,1138,153,2,313,2,0
model_126,year_4,0,1,0,120,11,0,20,0,0
model_126,year_6,0,1,0,239,24,0,77,0,0
model_126,year_7,0,1,0,50,1,0,16,0,0
model_126,year_9,0,1,0,42,6,0,9,0,0
model_126,year_15,0,1,0,292,12,1,100,0,0
model_126,year_17,0,1,0,31,3,0,7,0,0
model_126,year_18,1,1,0,81,14,3,23,0,2
model_126,year_20,1,1,0,117,10,0,35,0,0
model_126,year_21,0,2,0,91,51,5,19,1,0
model_109,year_7,0,1,0,150,31,4,45,1,0
model_184,year_19,1,1,0,48,5,0,9,0,0
model_184,year_20,0,1,0,7,1,0,2,0,0
model_184,year_21,0,1,0,918,118,6,242,5,1
model_17,year_17,0,1,0,380,28,1,99,0,0
model_17,year_20,0,1,0,102,17,2,29,1,0
model_270,year_13,0,1,0,226,44,5,53,1,1
model_270,year_17,0,1,0,26,2,0,8,0,0
model_270,year_18,1,1,0,400,83,2,99,0,0
model_270,year_19,0,1,0,71,1,1,30,0,0
model_270,year_23,0,1,0,245,49,1,79,0,0
model_91,year_16,0,6,4,5726,652,22,1696,29,2
model_91,year_17,1,22,7,11783,1438,71,3040,65,18
model_91,year_18,1,23,9,10450,1314,105,2698,48,8
model_91,year_19,1,26,4,14486,1979,140,3964,46,9
model_91,year_20,1,16,7,8959,1084,76,2283,52,3
model_91,year_21,1,5,0,3130,291,11,744,10,0
model_91,year_22,1,2,0,1838,171,16,463,5,0
model_588,year_15,0,1,0,19,4,0,1,1,0
model_588,year_16,0,4,0,190,25,0,57,0,0
model_588,year_17,0,1,0,161,22,1,42,2,0
model_588,year_18,0,1,0,30,4,1,11,0,0
model_588,year_19,0,1,0,3,0,0,1,0,0
model_588,year_20,0,1,0,89,7,1,32,0,0
model_492,year_17,0,1,0,12,2,0,2,0,0
model_358,year_15,0,4,0,661,76,3,203,0,0
model_358,year_16,0,1,0,45,10,1,13,0,0
model_358,year_18,0,1,0,628,74,8,186,0,1
model_358,year_19,0,1,0,314,22,1,107,0,0
model_358,year_21,1,2,0,1501,81,5,402,1,0
model_422,year_15,0,1,0,16,1,0,7,0,0
model_422,year_23,0,1,0,2,0,0,1,0,0
model_397,year_18,0,1,0,1513,130,8,454,0,1
model_397,year_27,1,1,0,4,1,0,2,0,0
model_387,year_31,1,1,0,33,2,0,5,0,0
model_320,year_13,0,1,0,52,10,0,18,0,0
model_320,year_18,0,1,0,21,3,0,13,0,0
model_320,year_24,0,1,0,29,15,2,16,0,0
model_575,year_3,0,1,0,36,4,0,9,0,0
model_575,year_4,0,1,0,2,0,0,1,0,0
model_575,year_5,0,1,0,8,2,0,0,0,0
model_575,year_6,0,1,0,4,0,0,1,0,0
model_575,year_8,0,1,0,532,63,2,161,0,0
model_575,year_13,0,1,0,35,8,1,10,0,0
model_575,year_14,0,3,0,319,52,1,66,0,0
model_575,year_15,0,3,0,276,30,2,59,0,0
model_575,year_16,0,6,0,3121,188,17,904,5,1
model_575,year_17,1,6,0,993,103,2,267,4,0
model_575,year_18,1,6,1,3887,406,26,938,11,0
model_575,year_19,1,3,0,53,14,0,13,0,0
model_575,year_20,1,2,0,512,60,6,153,0,0
model_575,year_21,0,1,0,2,0,0,0,0,0
model_575,year_23,0,1,0,248,16,5,74,1,0
model_115,year_21,0,1,0,1706,286,10,519,5,1
model_115,year_23,0,2,0,274,23,1,96,0,0
model_115,year_24,0,1,0,187,18,1,47,1,1
model_115,year_26,1,1,1,1045,111,4,323,1,0
model_115,year_28,1,1,0,95,15,1,15,1,0
model_373,year_19,1,14,3,5021,664,25,1244,10,0
model_373,year_20,1,6,2,2066,260,12,513,4,2
model_373,year_21,1,11,1,4510,729,41,1194,12,2
model_373,year_22,1,7,1,2143,270,8,502,5,0
model_373,year_23,1,1,0,21,1,0,11,0,0
model_373,year_27,1,1,0,42,2,1,12,0,0
model_503,year_10,0,1,0,4,3,0,1,0,0
model_503,year_16,0,1,0,121,20,1,46,0,0
model_255,year_18,0,1,0,24,1,0,7,0,0
model_255,year_23,0,1,0,1,0,0,0,0,0
model_67,year_2,0,1,0,91,13,3,24,0,0
model_67,year_9,0,3,0,607,96,5,158,0,0
model_67,year_10,0,1,0,3,0,0,1,0,0
model_67,year_11,0,1,0,192,31,0,51,1,0
model_67,year_12,0,1,0,6,1,0,2,0,0
model_67,year_14,0,3,0,20,3,1,5,0,0
model_67,year_15,0,3,0,376,52,4,110,1,0
model_67,year_16,0,1,0,33,4,0,10,0,0
model_67,year_17,1,8,0,1543,216,13,466,4,4
model_67,year_18,1,7,0,101,15,1,24,0,0
model_67,year_19,1,5,0,1052,140,6,274,2,0
model_67,year_20,0,1,0,20,2,0,10,0,0
model_67,year_21,1,1,0,6,2,0,0,0,0
model_67,year_25,0,1,0,1395,86,15,581,3,2
model_475,year_19,0,2,0,1455,187,14,419,1,0
model_599,year_3,0,1,0,168,13,0,28,1,0
model_599,year_15,0,3,0,1240,114,8,365,1,1
model_599,year_16,0,3,0,1610,175,7,461,4,0
model_599,year_17,0,5,1,975,69,6,247,0,2
model_599,year_18,0,1,0,3,1,0,0,0,0
model_4,year_16,0,1,0,501,69,5,147,3,1
model_4,year_18,0,1,0,37,6,0,7,0,0
model_4,year_19,0,1,0,646,73,18,160,1,0
model_4,year_24,1,2,0,81,16,0,14,0,0
model_11,year_13,0,1,0,16,2,1,6,0,0
model_11,year_17,1,3,1,1603,138,10,452,1,0
model_11,year_18,1,10,2,4870,414,33,1447,3,0
model_11,year_19,1,4,0,1902,185,6,490,6,1
model_11,year_21,0,1,0,60,3,0,10,0,0
model_11,year_22,0,1,0,762,120,14,298,3,1
model_75,year_21,1,5,1,2700,467,41,762,15,3
model_75,year_22,1,9,3,2635,315,44,645,6,1
model_75,year_23,1,4,0,860,132,4,230,5,0
model_75,year_24,0,5,1,2278,316,15,563,13,1
model_75,year_25,1,7,3,4646,678,33,1227,11,0
model_75,year_26,1,18,10,17346,1990,105,4910,49,6
model_75,year_27,1,8,5,6283,883,35,1939,23,2
model_75,year_28,1,7,2,5391,556,26,1825,13,1
model_75,year_29,1,4,2,1927,240,12,557,5,1
model_75,year_30,1,12,6,15971,2061,140,4907,62,5
model_75,year_31,1,18,6,19213,2435,104,5742,91,2
model_75,year_32,1,12,6,13489,1746,63,4000,52,5
model_75,year_33,1,8,4,3764,534,22,1151,16,0
model_75,year_35,1,2,1,876,130,2,248,4,1
model_574,year_26,1,2,0,2451,320,16,644,2,2
model_76,year_19,0,1,0,1476,111,8,383,2,0
model_395,year_32,1,1,0,934,117,5,353,2,1
model_129,year_16,0,6,0,2056,198,16,492,9,1
model_129,year_17,1,14,4,5264,811,41,1322,19,3
model_129,year_18,1,13,3,5285,629,48,1455,18,4
model_129,year_19,1,10,3,4702,536,75,1246,21,10
model_129,year_20,1,5,1,2593,321,12,664,11,0
model_129,year_21,1,4,0,4017,580,14,1197,8,0
model_129,year_22,0,4,0,1286,150,15,327,1,2
model_90,year_21,0,1,0,8,0,0,3,0,0
model_90,year_25,0,1,0,70,1,0,5,0,0
model_311,year_2,0,1,0,287,27,2,63,0,0
model_311,year_8,0,1,0,881,90,3,186,3,0
model_311,year_13,0,2,0,75,10,3,22,1,0
model_311,year_14,0,1,0,28,11,0,5,0,0
model_311,year_15,0,1,0,118,14,0,37,0,0
model_311,year_17,0,2,0,153,10,1,43,0,0
model_311,year_18,1,3,0,581,58,3,180,0,1
model_311,year_19,1,17,4,8513,830,49,2322,7,0
model_311,year_20,1,13,0,1218,153,10,318,2,0
model_311,year_21,1,4,0,400,49,3,118,2,0
model_311,year_22,1,5,1,1218,181,12,283,0,1
model_311,year_23,1,2,0,360,77,5,89,1,0
model_311,year_24,1,1,0,15,0,0,4,0,0
model_311,year_25,0,3,1,3355,300,19,949,5,1
model_311,year_26,1,3,0,144,16,2,45,1,0
model_311,year_27,1,2,0,100,12,1,27,0,0
model_311,year_29,1,1,0,722,79,2,251,1,0
model_334,year_15,0,2,0,1167,144,5,356,2,0
model_334,year_16,0,7,0,1340,124,12,354,1,0
model_334,year_17,1,5,2,5046,562,39,1529,2,1
model_334,year_18,1,5,2,3039,1072,18,817,8,1
model_334,year_19,1,2,1,1878,239,13,541,0,1
model_334,year_20,1,2,1,1280,159,7,374,1,0
model_334,year_21,1,5,3,4751,591,40,1527,10,2
model_334,year_22,1,14,6,10819,1249,50,3252,10,1
model_334,year_23,1,19,10,14148,1952,113,4096,25,0
model_334,year_24,1,21,6,11575,1583,72,3454,11,1
model_334,year_25,1,114,43,104291,12211,593,32182,105,15
model_334,year_26,1,66,20,50446,5828,306,14800,63,8
model_334,year_27,1,33,8,22412,2471,169,7165,34,5
model_334,year_28,1,44,8,25539,3170,185,8050,22,6
model_334,year_29,1,30,4,15142,1931,86,4424,16,4
model_334,year_30,1,9,4,12535,1463,105,3345,22,4
model_334,year_31,1,6,1,3133,299,20,890,4,0
model_334,year_32,1,5,2,4326,728,58,1397,2,0
model_334,year_33,1,1,1,1339,161,12,400,0,2
model_429,year_28,1,1,0,3,0,0,1,0,0
model_429,year_29,1,1,0,1,10,0,1,0,0
model_429,year_32,1,1,0,415,55,0,153,0,0
model_429,year_33,1,1,1,10,0,0,2,0,0
model_157,year_31,1,1,0,1404,188,13,441,1,2
model_157,year_32,1,1,0,1,1,0,0,0,0
model_157,year_33,1,1,0,1466,107,5,365,6,1
model_218,year_19,1,8,2,2879,475,45,836,22,7
model_218,year_20,1,5,0,599,83,3,157,3,0
model_218,year_22,1,6,1,3951,544,35,1081,22,6
model_218,year_23,1,7,0,1250,94,6,413,4,0
model_218,year_24,1,4,0,1518,179,7,478,12,0
model_218,year_25,1,5,1,3824,437,21,1067,20,3
model_218,year_26,1,2,0,316,41,3,80,4,0
model_218,year_27,1,4,0,125,24,1,34,3,0
model_218,year_28,1,2,0,86,7,5,24,0,0
model_218,year_29,1,1,0,922,146,6,244,4,1
model_218,year_30,1,3,2,2056,250,8,519,13,3
model_218,year_31,1,1,0,1,0,0,1,0,0
model_218,year_32,1,1,0,2,1,0,1,0,0
model_218,year_33,1,1,0,226,34,0,69,2,0
model_57,year_2,0,1,0,102,17,2,31,0,0
model_57,year_3,0,1,0,98,11,2,25,0,0
model_204,year_17,0,1,0,258,36,2,110,0,0
model_161,year_22,1,1,1,363,25,2,92,1,0
model_161,year_23,1,5,3,3584,530,66,976,13,2
model_161,year_24,1,11,0,5889,851,42,1725,10,1
model_161,year_25,1,2,0,1098,134,6,307,1,0
model_161,year_26,1,12,2,5199,612,58,1640,5,2
model_161,year_27,1,4,3,3076,506,27,811,11,2
model_161,year_28,1,3,2,1723,220,16,418,2,0
model_161,year_29,1,2,0,989,212,23,259,2,1
model_161,year_30,1,2,1,1903,172,15,675,2,1
model_161,year_31,1,1,1,2007,210,3,850,4,0
model_161,year_32,1,2,0,1209,128,6,265,1,0
model_542,year_5,0,1,0,23,2,0,8,0,0
model_542,year_17,1,2,0,1370,160,12,351,0,0
model_542,year_19,0,1,1,945,52,3,268,1,1
model_542,year_20,0,2,0,112,11,1,36,0,0
model_542,year_21,0,2,0,217,37,3,67,1,0
model_542,year_24,1,1,0,452,77,5,100,1,0
model_117,year_15,0,1,0,87,10,0,24,0,0
model_117,year_17,0,2,0,2166,150,18,1055,0,0
