model_name,year,can_be_branded,car_cnt,car_sticker_cnt,trips_success_cnt,trips_cancel_cnt,trips_defect_cnt,trips_rated_cnt,bad_car_model_tag_cnt,dissapointed_car_model_tag_cnt
model_207,year_20,0,1,0,12,3,0,5,0,0
model_482,year_19,0,1,0,12,4,0,4,0,0
model_499,year_7,0,1,0,46,1,0,14,0,0
model_499,year_8,0,3,0,1592,198,10,510,5,1
model_499,year_9,0,2,0,49,8,0,14,0,0
model_499,year_22,0,1,0,1384,145,13,460,4,1
model_275,year_5,0,1,0,1,0,0,0,0,0
model_275,year_6,0,1,0,1,0,0,1,0,0
model_275,year_7,0,2,0,261,14,3,85,0,0
model_275,year_9,0,5,0,153,20,2,40,0,1
model_275,year_10,0,2,0,438,48,9,137,2,3
model_134,year_25,0,1,0,442,26,0,138,0,0
model_134,year_30,1,1,0,12,0,0,6,0,0
model_134,year_31,0,1,0,796,61,3,287,1,0
model_132,year_12,0,3,0,240,32,2,78,0,0
model_132,year_13,0,2,0,164,11,0,57,0,0
model_132,year_14,0,5,0,182,20,0,65,1,0
model_132,year_15,0,2,0,51,5,2,27,0,0
model_132,year_16,0,5,0,412,32,2,121,1,0
model_132,year_17,1,3,0,639,161,9,232,1,0
model_132,year_18,0,2,0,172,15,2,59,1,0
model_132,year_20,0,2,0,160,11,1,54,0,0
model_132,year_21,0,4,0,1047,145,8,311,2,0
model_132,year_22,0,4,0,149,30,0,59,0,0
model_132,year_23,0,4,0,986,130,3,323,1,0
model_132,year_24,0,2,0,185,14,1,58,0,0
model_132,year_25,0,2,0,9,0,1,3,0,0
model_132,year_26,1,2,0,164,14,1,62,0,0
model_108,year_9,0,1,0,5,1,0,3,0,0
model_108,year_11,0,4,0,377,40,7,140,0,1
model_108,year_12,0,1,0,295,37,7,97,0,0
model_108,year_13,0,1,0,519,47,0,174,0,0
model_108,year_14,0,2,0,108,12,2,44,0,0
model_108,year_15,0,2,0,150,33,0,45,2,0
model_108,year_16,0,4,0,212,27,1,75,0,0
model_108,year_17,1,5,1,1160,150,12,337,2,0
model_108,year_18,0,3,0,581,67,4,176,1,0
model_108,year_19,0,1,0,18,1,1,6,0,0
model_108,year_21,0,1,0,5,0,0,0,0,0
model_108,year_22,0,3,0,1729,122,2,541,0,0
model_108,year_25,0,1,0,57,3,2,15,0,0
model_108,year_28,0,1,0,72,24,4,18,0,0
model_150,year_14,0,1,0,38,5,0,12,0,0
model_208,year_26,1,1,0,55,2,1,23,0,0
model_93,year_25,0,1,0,5,0,0,4,0,0
model_327,year_37,1,1,0,493,47,7,162,0,0
model_536,year_24,0,1,0,511,99,3,181,0,0
model_536,year_26,1,1,0,65,3,0,23,0,0
model_536,year_28,1,1,0,40,9,1,18,0,0
model_321,year_28,1,1,0,9,2,0,4,0,0
model_367,year_10,0,1,0,155,10,2,41,0,0
model_367,year_15,0,2,0,1582,333,7,482,3,0
model_367,year_16,0,1,0,7,0,0,2,0,0
model_367,year_17,0,2,0,98,6,0,29,1,0
model_367,year_18,1,2,0,196,28,0,60,0,0
model_367,year_19,0,2,0,222,18,1,73,0,1
model_367,year_21,0,2,0,95,10,3,32,0,0
model_367,year_22,0,1,0,16,3,0,2,1,0
model_367,year_23,0,1,0,2,2,0,2,0,0
model_367,year_36,1,1,0,2,0,0,0,0,0
model_347,year_9,0,1,0,10,1,0,4,0,0
model_347,year_14,0,3,0,37,5,0,15,0,0
model_347,year_15,0,2,0,1934,168,4,561,3,0
model_347,year_16,0,2,0,67,10,0,22,0,0
model_347,year_17,0,3,0,441,57,1,134,0,0
model_347,year_18,0,1,0,13,1,0,8,0,0
model_347,year_19,0,1,0,10,1,1,3,0,0
model_178,year_18,0,1,0,9,2,0,5,0,0
model_178,year_21,0,1,0,182,42,1,56,0,0
model_389,year_9,0,1,0,10,2,0,1,0,0
model_230,year_28,1,1,0,14,0,0,7,0,0
model_230,year_29,1,1,0,44,4,1,22,0,0
model_523,year_21,0,1,0,19,3,0,7,0,0
model_523,year_26,0,1,0,7,0,0,5,0,0
model_471,year_18,0,2,0,92,15,0,45,1,0
model_471,year_19,0,1,0,2,2,0,1,0,0
model_471,year_20,0,2,0,33,2,1,11,0,0
model_471,year_21,0,1,0,19,1,0,7,0,0
model_19,year_25,0,1,0,66,3,0,25,0,0
model_400,year_24,0,1,0,9,3,1,5,0,0
model_400,year_25,0,2,0,40,5,0,13,0,0
model_79,year_31,0,1,0,614,35,7,230,0,0
model_79,year_34,1,1,0,16,4,0,2,0,0
model_544,year_24,0,2,0,136,16,1,40,1,0
model_544,year_25,0,8,0,1877,225,8,598,9,0
model_544,year_28,0,7,2,2403,298,22,814,5,4
model_544,year_29,0,8,1,2001,289,23,655,1,2
model_584,year_35,1,1,0,186,19,3,61,2,0
model_337,year_31,0,1,0,46,4,0,6,0,0
model_337,year_35,1,3,2,1664,133,10,592,0,1
model_337,year_36,1,2,0,247,67,2,65,0,0
model_169,year_31,0,1,0,35,1,0,10,0,0
model_25,year_23,0,2,0,604,69,4,185,0,0
model_25,year_24,0,9,1,2583,417,26,801,8,2
model_25,year_25,0,1,0,7,2,0,1,0,0
model_423,year_28,0,8,1,1976,196,15,603,4,1
model_423,year_29,0,12,1,1541,251,14,480,3,2
model_423,year_30,1,5,1,3468,459,38,1120,12,2
model_174,year_31,0,1,0,1163,73,4,389,1,0
model_174,year_32,0,3,0,929,106,6,287,1,0
model_431,year_26,0,1,0,79,6,0,32,0,0
model_431,year_27,0,1,0,76,13,0,24,0,0
model_431,year_28,0,1,0,1,1,0,0,0,0
model_431,year_29,0,1,0,219,35,3,68,1,0
model_434,year_24,0,12,0,1578,138,13,475,1,1
model_434,year_25,0,4,0,863,92,2,309,0,0
model_434,year_26,0,1,0,131,11,3,34,0,0
model_468,year_28,0,1,1,1465,233,12,454,4,1
model_468,year_29,0,3,0,864,56,4,290,2,0
model_258,year_26,0,1,0,39,4,1,14,0,0
model_258,year_28,0,1,0,163,23,1,45,0,1
model_258,year_30,0,1,0,1114,126,5,358,3,1
model_355,year_27,0,8,1,991,122,4,337,3,1
model_355,year_28,0,2,0,271,36,2,100,0,0
model_355,year_29,0,1,0,74,11,1,19,0,0
model_355,year_30,0,2,0,642,77,4,186,0,0
model_179,year_30,0,1,0,69,5,1,23,0,0
model_249,year_24,0,11,1,3054,339,12,986,3,0
model_249,year_25,0,2,0,20,1,0,3,0,0
model_249,year_26,0,1,0,232,27,2,70,0,0
model_249,year_27,0,4,0,496,62,6,155,0,0
model_249,year_28,0,1,0,68,6,0,21,0,0
model_249,year_29,0,5,0,1847,168,9,534,0,0
model_249,year_30,0,7,0,1728,208,10,517,4,1
model_249,year_31,0,2,0,606,56,5,189,2,1
model_249,year_32,0,3,1,1932,191,12,685,2,0
model_249,year_34,1,1,0,257,34,0,87,0,0
model_558,year_24,0,1,0,49,0,0,4,0,0
model_525,year_35,1,2,0,1206,110,7,451,0,0
model_525,year_36,1,2,0,48,4,0,20,0,0
model_146,year_29,0,4,0,849,211,7,311,2,0
model_146,year_30,1,3,0,1108,103,12,355,3,0
model_170,year_29,1,1,0,734,72,4,211,0,0
model_89,year_21,0,6,0,1110,162,9,315,1,0
model_89,year_22,0,12,1,3421,353,39,1134,5,1
model_89,year_23,0,15,2,7962,606,34,2463,7,1
model_89,year_24,0,56,3,17930,1952,153,5569,19,7
model_89,year_25,1,41,4,12364,1205,98,4055,23,4
model_89,year_26,1,15,0,5545,498,26,1803,4,1
model_89,year_27,1,31,5,13457,1138,123,4246,15,6
model_89,year_28,1,44,6,23421,2127,140,7555,21,2
model_89,year_29,1,37,6,18811,1907,102,6123,27,3
model_89,year_30,1,22,1,4538,415,24,1405,4,0
model_89,year_31,1,9,0,3333,446,27,1080,6,0
model_89,year_32,1,3,1,888,66,6,269,2,0
model_340,year_25,1,2,0,782,90,5,281,1,0
model_340,year_26,1,1,0,10,3,0,3,0,0
model_340,year_30,1,2,0,517,35,1,200,0,0
model_196,year_24,0,1,0,4,1,0,3,0,0
model_196,year_29,1,4,1,1243,113,7,424,1,1
model_196,year_30,1,58,15,31213,3202,229,10169,37,8
model_196,year_31,1,22,3,12635,1131,69,4073,8,2
model_436,year_20,1,1,0,15,1,0,4,0,0
model_436,year_26,1,8,0,2480,268,13,848,5,0
model_436,year_27,1,30,2,7905,707,52,2517,7,1
model_436,year_28,1,47,8,12942,1450,103,4338,10,2
model_436,year_29,1,64,6,18352,1983,126,6075,17,3
model_436,year_30,1,39,4,11880,1439,118,3897,21,3
model_436,year_31,1,16,3,6443,627,61,2082,13,1
model_436,year_32,1,1,0,809,74,3,242,1,0
model_559,year_30,1,1,0,27,1,0,7,0,0
model_205,year_24,1,3,1,2287,160,6,873,2,0
model_205,year_25,0,3,0,1117,115,2,335,2,0
model_205,year_27,1,4,0,437,37,3,146,0,0
model_205,year_28,1,1,0,30,6,0,7,0,0
model_205,year_29,1,2,0,583,63,1,164,1,0
model_175,year_22,0,1,0,17,0,1,6,0,0
model_175,year_23,0,1,0,2,0,0,0,0,0
model_235,year_25,0,1,0,1174,101,16,346,1,0
model_235,year_26,1,1,0,38,1,1,12,0,0
model_615,year_20,0,1,0,520,68,3,153,2,0
model_615,year_21,0,7,0,951,76,7,292,1,1
model_615,year_22,0,9,0,2773,292,24,897,4,2
model_615,year_23,1,40,5,14653,1657,109,4701,38,5
model_615,year_24,1,124,11,42742,3833,298,13516,66,13
model_615,year_25,1,139,14,65837,6643,447,21111,97,14
model_615,year_26,1,37,4,18183,2232,99,6074,35,5
model_615,year_27,1,68,10,39203,3622,267,12642,60,12
model_615,year_28,1,75,11,42194,3716,245,13933,57,6
model_615,year_29,1,62,14,34373,3329,230,10879,63,11
model_615,year_30,0,2,0,1104,90,7,379,0,2
model_615,year_34,0,1,0,42,5,0,19,0,0
model_370,year_22,0,6,0,1019,88,7,291,2,0
model_370,year_23,1,59,4,17285,1960,163,5223,44,16
model_370,year_24,1,61,3,24445,2812,270,7471,62,19
model_370,year_25,1,95,6,27519,2949,208,8749,62,25
model_370,year_26,1,23,1,8888,783,58,2827,9,4
model_370,year_28,1,2,0,712,81,5,238,1,0
model_370,year_29,0,2,1,1285,121,9,477,4,0
model_370,year_34,0,1,1,599,95,4,180,4,0
model_312,year_26,1,1,1,1354,206,4,317,4,0
model_485,year_20,1,1,0,193,6,1,71,0,0
model_485,year_21,1,4,0,393,79,4,122,1,0
model_485,year_22,0,4,0,2113,214,15,682,10,6
model_485,year_23,0,3,0,21,1,0,9,0,0
model_485,year_24,1,4,0,427,47,4,131,1,1
model_485,year_25,0,3,0,1086,277,9,343,7,0
model_485,year_26,1,2,0,189,13,0,40,1,0
model_485,year_27,1,5,0,1927,219,10,611,4,2
model_485,year_28,1,3,1,1766,281,13,529,24,2
model_485,year_29,1,7,1,966,107,5,286,5,0
model_485,year_30,1,4,1,1741,163,5,658,11,0
model_485,year_31,1,6,0,1046,109,4,301,6,1
model_485,year_32,1,3,0,304,48,2,95,5,0
model_485,year_33,1,5,0,2290,174,13,743,5,0
model_485,year_34,1,1,0,67,6,0,27,0,0
model_485,year_35,1,1,0,292,62,1,115,0,0
model_485,year_36,1,1,0,280,11,0,81,2,0
model_53,year_29,1,6,0,774,82,7,276,1,0
model_53,year_30,1,2,0,46,4,0,19,0,0
model_53,year_31,0,1,0,135,17,3,51,0,0
model_514,year_23,0,2,0,657,48,3,281,2,0
model_514,year_24,0,7,2,2483,298,23,892,3,0
model_514,year_25,0,1,0,667,83,2,207,2,0
model_87,year_23,0,1,0,503,68,11,187,2,2
model_87,year_24,0,2,0,150,12,4,39,0,1
model_87,year_26,0,1,0,3,0,0,1,0,0
model_87,year_28,1,3,0,1015,119,4,342,3,2
model_332,year_24,0,1,0,439,64,5,195,0,0
model_455,year_22,0,7,1,5993,467,36,1899,7,1
model_455,year_23,0,1,0,63,7,1,19,0,1
model_455,year_24,0,3,1,598,74,0,190,1,0
model_137,year_17,0,2,0,736,55,10,231,2,1
model_515,year_17,0,1,0,16,2,0,3,0,0
model_515,year_19,0,1,0,28,1,1,8,0,0
model_552,year_19,0,1,0,10,0,0,4,0,0
model_552,year_24,0,1,0,10,3,0,1,0,0
model_432,year_19,0,1,0,97,27,1,25,0,1
model_512,year_23,0,1,0,460,26,0,149,2,0
model_512,year_24,0,1,0,62,7,0,16,0,0
model_512,year_28,1,1,0,1090,88,16,335,4,0
model_261,year_25,0,1,0,361,41,1,129,0,0
model_261,year_30,1,8,1,2782,297,21,937,3,0
model_261,year_31,1,3,2,3491,359,16,1101,2,0
model_128,year_20,0,2,0,82,7,0,16,0,0
model_128,year_21,0,1,0,59,12,0,17,1,0
model_128,year_27,1,2,0,1271,107,3,479,2,0
model_292,year_26,1,1,0,7,2,0,2,0,0
model_292,year_27,1,2,1,3220,264,18,997,1,0
model_292,year_29,1,1,0,91,9,0,23,0,0
model_292,year_30,0,1,0,54,7,0,18,0,0
model_386,year_22,0,1,0,63,2,0,23,0,0
model_386,year_23,0,2,0,160,21,2,60,0,0
model_386,year_25,0,4,0,1169,107,9,402,4,2
model_386,year_26,1,1,0,3,2,0,1,0,0
model_386,year_27,1,6,1,2819,249,21,920,3,1
model_386,year_28,1,7,1,1830,191,11,578,0,0
model_386,year_29,1,7,2,2614,241,18,880,3,1
model_386,year_30,1,6,0,1773,238,15,564,2,0
model_386,year_31,1,5,0,2183,338,29,1073,5,2
model_386,year_32,1,1,0,1,1,0,0,0,0
model_386,year_34,1,1,1,1093,132,4,312,2,0
model_143,year_24,0,1,0,732,113,5,218,3,0
model_143,year_25,0,3,0,1031,57,3,330,0,0
model_143,year_26,1,2,0,461,42,0,161,2,0
model_390,year_20,0,1,0,45,7,0,15,0,0
model_390,year_25,0,1,0,643,72,12,220,1,1
model_390,year_26,1,3,0,275,42,2,94,0,0
model_390,year_28,0,1,0,721,88,10,235,0,0
model_353,year_31,1,1,0,15,0,0,6,0,0
model_176,year_18,0,1,0,1,0,0,0,0,0
model_176,year_20,0,1,0,107,14,0,34,0,0
model_32,year_18,0,1,0,141,17,0,48,1,0
model_32,year_22,0,1,0,9,1,0,6,0,0
model_32,year_23,0,2,0,373,57,11,125,0,0
model_268,year_24,0,2,0,313,36,8,83,4,1
model_268,year_25,0,1,0,20,4,0,8,0,0
model_268,year_26,1,1,0,183,34,4,45,1,0
model_268,year_27,1,1,0,458,62,0,152,1,0
model_510,year_14,0,1,0,2,1,0,0,0,0
model_202,year_25,0,1,0,52,7,1,15,0,0
model_202,year_30,1,38,7,21203,2214,177,6964,55,6
model_202,year_31,1,43,11,20991,2749,215,6627,57,14
model_202,year_32,1,20,6,10057,1087,69,3333,25,2
model_259,year_20,0,1,0,823,233,6,240,5,1
model_259,year_27,1,1,0,1,1,0,1,0,0
model_308,year_19,0,1,0,145,14,2,38,1,0
model_167,year_14,0,1,0,56,3,0,23,0,0
model_564,year_19,0,1,0,168,13,1,53,0,0
model_50,year_20,0,1,0,38,16,1,13,0,0
model_50,year_22,0,3,0,129,17,3,53,0,0
model_50,year_23,0,5,0,309,39,1,103,0,1
model_50,year_24,0,4,0,151,16,1,44,0,0
model_50,year_25,0,3,0,211,20,3,75,2,0
model_50,year_26,0,5,0,196,45,4,63,0,1
model_50,year_27,0,3,0,479,32,1,189,1,0
model_50,year_28,0,5,0,511,82,5,153,4,1
model_50,year_29,0,5,0,1239,134,15,384,9,4
model_50,year_30,0,5,0,556,56,2,195,3,0
model_361,year_14,0,1,0,2,0,0,1,0,0
model_361,year_15,0,1,0,1,1,0,1,0,0
model_361,year_18,0,1,0,58,16,0,13,0,0
model_361,year_19,0,1,0,253,30,3,65,1,1
model_361,year_20,0,1,0,205,79,9,70,5,6
model_361,year_21,0,2,0,73,9,0,19,0,0
model_361,year_22,0,24,1,8874,821,51,2628,49,9
model_361,year_23,0,32,1,8299,1074,120,2443,48,20
model_361,year_24,0,41,1,13721,1440,90,4332,49,12
model_361,year_25,0,56,2,21190,2159,149,6697,95,29
model_361,year_26,0,31,1,11399,1239,68,3741,44,13
model_361,year_27,1,74,3,24445,3083,187,7451,98,19
model_361,year_28,1,85,3,31841,3443,240,10080,131,35
model_361,year_29,1,123,6,48977,5517,411,15919,251,52
model_361,year_30,1,47,3,22629,2709,206,7214,117,24
model_361,year_31,0,4,2,2465,205,19,862,6,3
model_361,year_32,0,5,3,5112,509,45,1567,25,3
model_361,year_33,1,1,0,1857,124,6,624,11,0
model_361,year_35,1,1,0,480,55,2,149,3,0
model_133,year_14,0,1,0,52,4,1,12,0,0
model_374,year_18,0,1,0,144,22,0,37,0,0
model_477,year_23,0,1,1,700,96,1,199,1,0
model_597,year_23,0,1,0,729,141,1,295,0,0
model_52,year_21,0,2,2,1932,162,10,588,6,3
model_52,year_22,0,2,1,828,87,2,274,1,0
model_52,year_23,0,1,0,8,3,0,2,0,0
model_52,year_24,0,1,0,46,8,0,8,1,0
model_52,year_25,0,4,1,3830,513,31,1053,16,0
model_52,year_26,1,1,1,1128,181,9,263,11,0
model_52,year_28,1,1,1,664,71,4,163,1,0
model_52,year_30,1,3,3,5657,803,43,1397,38,1
model_52,year_31,1,1,0,180,32,1,45,2,2
model_52,year_32,1,1,0,44,9,0,8,0,0
model_329,year_25,0,1,0,11,4,0,5,0,0
model_329,year_30,1,1,0,5,1,0,1,1,0
model_329,year_31,1,1,0,463,53,2,120,5,0
model_329,year_33,1,2,1,2240,320,25,757,11,5
model_131,year_32,1,1,0,22,1,0,5,0,0
model_131,year_33,1,3,1,1918,266,18,528,10,2
model_131,year_34,1,1,0,5,2,0,1,0,0
model_580,year_26,1,2,2,1282,201,9,354,4,0
model_580,year_30,1,1,0,59,5,0,12,0,0
model_580,year_31,1,1,0,986,204,12,302,3,1
model_580,year_32,1,1,0,327,47,1,101,1,1
model_506,year_13,0,1,0,8,4,1,4,0,0
model_506,year_18,1,1,0,5,1,0,0,0,0
model_585,year_25,1,1,0,1,0,0,0,0,0
model_214,year_15,0,1,0,10,0,0,4,0,0
model_214,year_20,0,1,0,896,48,8,280,0,3
model_212,year_15,0,3,0,1133,274,10,384,2,2
model_212,year_16,0,1,0,2,0,0,1,0,0
model_212,year_19,0,2,0,523,87,1,163,1,0
model_212,year_20,0,1,0,4,0,0,1,0,0
model_212,year_21,0,2,1,533,55,2,161,0,0
model_273,year_18,0,1,0,5,0,0,2,0,0
model_273,year_19,0,1,1,1543,125,16,562,3,2
model_273,year_20,1,2,1,1692,171,4,510,10,1
model_228,year_33,0,1,0,1481,282,11,429,2,0
model_430,year_32,1,13,2,6282,857,45,1900,20,1
model_430,year_33,1,2,0,140,12,1,48,0,0
model_430,year_34,1,4,0,2371,216,11,632,6,0
model_430,year_35,1,2,0,2038,330,4,713,3,1
model_430,year_36,1,1,0,613,52,3,172,0,0
model_384,year_8,0,1,0,90,10,1,30,0,0
model_384,year_31,1,81,28,74680,7729,574,23506,128,31
model_384,year_32,1,105,40,88183,8113,639,28428,152,25
model_384,year_33,1,46,13,41777,5352,306,13710,79,12
model_384,year_34,1,95,33,71770,7677,591,22147,127,37
model_384,year_35,1,191,90,182239,21228,1451,57158,381,76
model_384,year_36,1,148,61,146031,15216,921,46600,291,35
model_384,year_37,1,42,24,36411,4342,219,11533,76,16
model_605,year_24,0,2,0,495,96,8,161,0,0
model_605,year_25,0,1,0,404,25,3,130,0,0
model_266,year_16,0,1,0,31,5,0,9,0,0
model_266,year_20,0,1,0,182,14,0,9,0,0
model_266,year_21,0,1,0,18,3,0,8,0,0
model_266,year_22,0,2,0,355,23,1,38,0,0
model_10,year_19,0,1,0,12,0,0,6,0,0
model_10,year_20,0,1,0,56,5,0,18,0,0
model_10,year_22,0,1,0,550,59,6,173,0,0
model_348,year_34,1,1,0,227,21,5,80,0,0
model_237,year_33,1,1,0,205,22,2,64,0,0
model_442,year_31,0,1,1,3869,354,19,1205,4,0
model_442,year_32,0,1,0,196,25,3,61,0,0
model_496,year_29,0,4,0,1306,206,35,440,3,0
model_496,year_30,0,4,1,2052,184,14,635,5,0
model_241,year_31,1,4,1,3303,306,21,990,2,1
model_407,year_30,0,11,0,3491,502,40,1096,10,2
model_407,year_31,0,5,1,1958,148,7,686,5,0
model_405,year_24,0,1,0,123,14,1,37,1,0
model_405,year_25,0,1,0,374,43,5,138,0,1
model_565,year_24,0,10,1,4433,427,37,1352,8,3
model_565,year_25,0,14,0,3709,435,35,1169,9,4
model_565,year_26,1,6,0,1694,128,39,508,4,1
model_565,year_27,1,7,2,2819,230,14,902,3,2
model_565,year_28,1,17,3,10902,892,60,3387,7,7
model_565,year_29,1,6,0,3440,387,25,1046,5,3
model_37,year_14,0,1,0,1,0,0,0,0,0
model_474,year_24,0,2,0,155,30,1,50,0,0
model_474,year_27,1,2,0,608,46,3,179,0,0
model_474,year_28,1,2,0,873,82,6,306,1,0
model_474,year_29,1,2,0,297,25,0,85,2,0
model_601,year_26,1,1,0,5,1,0,1,0,0
model_472,year_27,1,3,0,495,59,6,135,4,0
model_472,year_28,1,2,1,1389,152,1,412,0,0
model_472,year_29,1,1,1,587,40,0,246,2,0
model_424,year_23,0,1,0,69,9,1,22,0,0
model_424,year_25,0,1,0,137,35,1,41,0,0
model_424,year_26,1,1,0,2,0,0,1,0,0
model_326,year_13,0,1,0,9,3,0,3,0,0
model_326,year_24,0,4,0,938,102,7,347,0,1
model_463,year_21,0,2,0,207,6,0,53,0,0
model_463,year_22,0,2,0,659,60,2,198,0,0
model_463,year_23,0,4,0,937,87,9,312,1,0
model_463,year_24,0,11,1,3568,255,9,1232,1,0
model_463,year_25,0,3,0,364,28,1,140,0,0
model_463,year_30,0,1,0,200,32,0,67,0,0
model_217,year_34,1,2,0,144,22,1,45,0,0
model_217,year_35,1,2,0,692,40,4,265,3,0
model_29,year_18,0,1,0,20,2,0,3,0,0
model_29,year_25,0,1,0,124,24,3,55,0,0
model_236,year_19,1,2,0,178,31,3,36,0,0
model_488,year_19,0,1,0,82,9,0,25,0,0
model_488,year_20,0,1,0,164,24,2,51,0,0
model_488,year_22,0,1,0,359,22,4,110,0,0
model_488,year_23,0,5,0,2457,260,13,794,4,2
model_488,year_24,0,9,0,4373,650,36,1277,5,1
model_488,year_25,0,4,0,613,98,5,192,0,0
model_488,year_27,0,1,0,381,50,5,222,1,0
model_488,year_32,1,3,0,183,23,3,43,0,0
model_488,year_33,1,2,0,42,7,0,15,0,0
model_488,year_35,1,1,0,1,0,0,0,0,0
model_576,year_15,0,1,0,487,42,2,173,0,0
model_576,year_17,0,6,0,314,60,5,110,1,0
model_576,year_18,0,4,1,1074,110,2,346,0,0
model_576,year_19,0,4,0,254,16,1,75,0,0
model_576,year_20,0,15,0,2459,358,31,857,4,0
model_576,year_21,1,26,0,3590,452,11,1097,5,1
model_576,year_22,1,49,3,13708,1484,75,4758,16,4
model_576,year_23,1,105,3,24812,2701,197,7849,36,7
model_576,year_24,1,120,5,33190,3421,174,10599,32,3
model_576,year_25,1,139,11,33585,3481,215,10987,34,3
model_576,year_26,1,54,2,19847,1843,122,6571,15,7
model_576,year_27,1,83,8,36443,4254,307,11840,40,10
model_576,year_28,1,90,4,21137,2119,136,7072,15,5
model_576,year_29,1,90,8,16077,1692,75,5335,17,1
model_576,year_30,1,65,7,19352,2055,121,6298,19,4
model_576,year_31,1,15,2,3550,527,23,1343,2,1
model_576,year_32,1,12,4,8422,833,80,2752,7,1
model_576,year_33,1,8,2,5394,557,45,1784,9,2
model_576,year_34,1,4,0,968,74,3,318,1,0
model_576,year_35,1,4,1,1798,180,2,676,1,0
model_446,year_22,0,1,0,73,8,0,17,2,0
model_446,year_25,0,1,0,203,35,1,66,0,0
model_245,year_25,0,1,1,1144,99,5,382,0,1
model_245,year_26,1,1,0,2,0,0,1,0,0
model_362,year_20,0,1,0,678,83,16,207,1,1
model_362,year_21,0,1,0,8,1,0,6,0,0
model_362,year_22,0,2,0,334,27,3,108,0,0
model_362,year_23,0,15,0,8319,741,51,2676,9,3
model_362,year_24,1,34,1,8224,736,46,2726,8,0
model_362,year_25,0,25,1,7194,629,45,2308,6,2
model_362,year_27,1,4,0,493,46,10,146,0,1
model_362,year_28,1,1,0,125,13,0,35,0,0
model_362,year_29,1,2,1,737,43,5,217,1,0
model_362,year_32,0,1,0,1008,116,12,388,1,0
model_301,year_19,1,1,0,68,2,0,17,0,0
model_301,year_20,0,1,0,58,1,0,21,0,0
model_301,year_24,0,1,0,32,3,0,12,0,0
model_338,year_28,1,2,0,54,6,0,21,0,0
model_338,year_29,1,2,0,88,12,0,25,0,0
model_338,year_30,1,2,0,919,79,4,390,0,1
model_338,year_31,1,1,0,28,5,0,12,1,0
model_338,year_32,0,2,0,9,4,0,2,0,0
model_338,year_33,1,1,0,95,8,1,20,0,0
model_338,year_35,0,1,0,1,0,0,1,0,0
model_368,year_23,0,2,0,106,12,0,33,0,0
model_336,year_15,0,1,0,19,2,1,3,0,0
model_336,year_17,0,2,0,321,36,3,99,0,0
model_336,year_18,0,3,0,243,32,2,86,0,0
model_336,year_19,0,1,0,2,0,0,0,0,0
model_336,year_20,0,2,0,114,19,0,36,0,0
model_336,year_21,0,2,0,280,89,0,73,1,0
model_336,year_22,0,3,0,541,47,3,139,0,0
model_336,year_23,1,9,1,4504,476,32,1491,3,2
model_336,year_24,1,11,0,1429,145,13,491,2,0
model_336,year_25,1,14,0,3320,334,26,1144,3,0
model_336,year_26,1,8,1,2606,226,7,946,1,0
model_336,year_27,1,5,0,2314,195,23,733,4,1
model_336,year_28,1,2,0,76,29,1,25,1,0
model_336,year_29,1,6,1,3483,284,20,1071,3,0
model_336,year_30,1,5,1,2288,169,9,740,2,1
model_336,year_31,1,1,0,572,39,2,178,0,0
model_336,year_34,0,1,0,175,29,2,54,0,0
model_335,year_23,0,1,0,66,8,2,16,0,0
model_335,year_24,0,1,0,9,0,0,3,0,0
model_335,year_27,0,1,0,126,14,0,44,0,0
model_177,year_10,0,1,0,10,0,0,3,0,0
model_177,year_14,0,1,0,139,28,4,39,0,1
model_352,year_23,0,1,0,807,125,6,269,1,1
model_352,year_24,1,2,0,980,100,5,260,1,2
model_388,year_21,0,1,0,2,0,0,0,0,0
model_388,year_24,0,1,0,2,1,0,0,0,0
model_318,year_25,0,1,0,21,21,0,6,1,0
model_299,year_21,0,1,0,41,16,0,11,1,0
model_299,year_22,0,2,0,87,33,0,27,1,0
model_299,year_23,0,2,0,17,2,1,4,0,0
model_299,year_24,0,3,0,918,425,9,295,24,2
model_299,year_25,0,2,0,16,5,0,1,0,0
model_489,year_15,0,1,0,38,2,0,12,0,0
model_489,year_16,0,1,0,8,1,0,0,0,0
model_489,year_17,0,1,0,166,9,1,36,0,0
model_489,year_18,0,2,0,4,0,0,0,0,0
model_489,year_19,0,1,0,2,0,0,1,0,0
model_614,year_24,0,1,0,1,1,0,0,0,0
model_611,year_26,0,1,0,135,21,1,44,1,0
model_611,year_27,0,3,0,1192,149,6,356,8,0
model_586,year_23,0,1,0,2,0,0,0,0,0
model_586,year_25,0,2,0,10,4,0,2,2,0
model_586,year_31,0,1,0,2,1,0,0,0,0
model_458,year_36,0,1,0,103,6,0,26,0,0
model_453,year_24,0,1,0,15,2,1,6,0,0
model_561,year_37,0,1,0,2,0,0,1,0,0
model_211,year_29,0,7,0,2603,235,10,928,2,0
model_211,year_30,0,39,7,25314,2263,163,8793,32,9
model_211,year_31,0,26,6,15054,1786,117,4830,39,5
model_211,year_36,1,2,1,829,121,12,273,3,0
model_211,year_37,0,1,0,1,1,0,0,0,0
model_425,year_29,0,12,2,11207,1153,76,3658,9,0
model_425,year_30,0,41,7,16073,1546,97,5281,21,2
model_425,year_31,0,26,2,9707,1204,85,3177,12,5
model_425,year_32,0,1,1,571,106,3,189,0,0
model_425,year_33,1,2,0,2035,244,9,724,3,0
